sequencing_run_name,sample_name,fq_dir,r1_file,r2_file,reaction_group,temperature,replicate,reaction_time,probe,probe_concentration,RT,treated,buffer,construct,done_by,,,,,,
221123_M05164_0132_000000000-KP358,018-EKC-fourUnew-WT-II-37C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R1_001.fastq.gz,018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R2_001.fastq.gz,37_2,37,2,60,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,019-EKC-fourUnew-WT-II-37C-dms-MaP-20,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R1_001.fastq.gz,019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R2_001.fastq.gz,37_2,37,2,1200,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,020-EKC-fourUnew-WT-II-37C-dms-MaP-40,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R1_001.fastq.gz,020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R2_001.fastq.gz,37_2,37,2,2400,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,021-EKC-fourUnew-WT-II-37C-dms-MaP-60,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R1_001.fastq.gz,021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R2_001.fastq.gz,37_2,37,2,3600,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,022-EKC-fourUnew-WT-II-37C-dms-MaP-90,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R1_001.fastq.gz,022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R2_001.fastq.gz,37_2,37,2,5400,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,023-EKC-fourUnew-WT-II-37C-dms-MaP-120,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R1_001.fastq.gz,023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R2_001.fastq.gz,37_2,37,2,7200,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358,024-EKC-fourUnew-WT-II-37C-dms-MaP-150,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358,024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R1_001.fastq.gz,024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R2_001.fastq.gz,37_2,37,2,9000,dms,0.015852692,MRT,2,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30_S17_L001_R1_001.fastq.gz,RRRY-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30_S17_L001_R2_001.fastq.gz,37_2,37,2,30,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30_S17_L001_R1_001.fastq.gz,YYYR-017-EKC-fourUnew-WT-II-37C-dms-MaP-0-30_S17_L001_R2_001.fastq.gz,37_2,37,2,30,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-018-EKC-fourUnew-WT-II-37C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R1_001.fastq.gz,RRRY-018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R2_001.fastq.gz,37_2,37,2,60,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-018-EKC-fourUnew-WT-II-37C-dms-MaP-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R1_001.fastq.gz,YYYR-018-EKC-fourUnew-WT-II-37C-dms-MaP-1_S18_L001_R2_001.fastq.gz,37_2,37,2,60,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-019-EKC-fourUnew-WT-II-37C-dms-MaP-20,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R1_001.fastq.gz,RRRY-019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R2_001.fastq.gz,37_2,37,2,1200,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-019-EKC-fourUnew-WT-II-37C-dms-MaP-20,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R1_001.fastq.gz,YYYR-019-EKC-fourUnew-WT-II-37C-dms-MaP-20_S19_L001_R2_001.fastq.gz,37_2,37,2,1200,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-020-EKC-fourUnew-WT-II-37C-dms-MaP-40,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R1_001.fastq.gz,RRRY-020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R2_001.fastq.gz,37_2,37,2,2400,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-020-EKC-fourUnew-WT-II-37C-dms-MaP-40,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R1_001.fastq.gz,YYYR-020-EKC-fourUnew-WT-II-37C-dms-MaP-40_S20_L001_R2_001.fastq.gz,37_2,37,2,2400,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-021-EKC-fourUnew-WT-II-37C-dms-MaP-60,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R1_001.fastq.gz,RRRY-021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R2_001.fastq.gz,37_2,37,2,3600,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-021-EKC-fourUnew-WT-II-37C-dms-MaP-60,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R1_001.fastq.gz,YYYR-021-EKC-fourUnew-WT-II-37C-dms-MaP-60_S21_L001_R2_001.fastq.gz,37_2,37,2,3600,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-022-EKC-fourUnew-WT-II-37C-dms-MaP-90,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R1_001.fastq.gz,RRRY-022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R2_001.fastq.gz,37_2,37,2,5400,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-022-EKC-fourUnew-WT-II-37C-dms-MaP-90,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R1_001.fastq.gz,YYYR-022-EKC-fourUnew-WT-II-37C-dms-MaP-90_S22_L001_R2_001.fastq.gz,37_2,37,2,5400,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-023-EKC-fourUnew-WT-II-37C-dms-MaP-120,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R1_001.fastq.gz,RRRY-023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R2_001.fastq.gz,37_2,37,2,7200,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-023-EKC-fourUnew-WT-II-37C-dms-MaP-120,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R1_001.fastq.gz,YYYR-023-EKC-fourUnew-WT-II-37C-dms-MaP-120_S23_L001_R2_001.fastq.gz,37_2,37,2,7200,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-024-EKC-fourUnew-WT-II-37C-dms-MaP-150,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,RRRY-024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R1_001.fastq.gz,RRRY-024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R2_001.fastq.gz,37_2,37,2,9000,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC,,,,,,
221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-024-EKC-fourUnew-WT-II-37C-dms-MaP-150,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221123_M05164_0132_000000000-KP358_RRRY-YYYR_demultiplexed,YYYR-024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R1_001.fastq.gz,YYYR-024-EKC-fourUnew-WT-II-37C-dms-MaP-150_S24_L001_R2_001.fastq.gz,37_2,37,2,9000,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,001-EKC-fourUnew-WT-I-37C-dms-stop-0-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,001-EKC-fourUnew-WT-I-37C-dms-stop-0-30_S1_L001_R1_001.fastq.gz,001-EKC-fourUnew-WT-I-37C-dms-stop-0-30_S1_L001_R2_001.fastq.gz,37_3,37,1,30,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,002-EKC-fourUnew-WT-I-37C-dms-stop-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,002-EKC-fourUnew-WT-I-37C-dms-stop-1_S2_L001_R1_001.fastq.gz,002-EKC-fourUnew-WT-I-37C-dms-stop-1_S2_L001_R2_001.fastq.gz,37_3,37,1,60,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,003-EKC-fourUnew-WT-I-37C-dms-stop-20,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,003-EKC-fourUnew-WT-I-37C-dms-stop-20_S3_L001_R1_001.fastq.gz,003-EKC-fourUnew-WT-I-37C-dms-stop-20_S3_L001_R2_001.fastq.gz,37_3,37,1,1200,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,004-EKC-fourUnew-WT-I-37C-dms-stop-40,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,004-EKC-fourUnew-WT-I-37C-dms-stop-40_S4_L001_R1_001.fastq.gz,004-EKC-fourUnew-WT-I-37C-dms-stop-40_S4_L001_R2_001.fastq.gz,37_3,37,1,2400,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,005-EKC-fourUnew-WT-I-37C-dms-stop-70,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,005-EKC-fourUnew-WT-I-37C-dms-stop-70_S5_L001_R1_001.fastq.gz,005-EKC-fourUnew-WT-I-37C-dms-stop-70_S5_L001_R2_001.fastq.gz,37_3,37,1,4200,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,006-EKC-fourUnew-WT-I-37C-dms-stop-100,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,006-EKC-fourUnew-WT-I-37C-dms-stop-100_S6_L001_R1_001.fastq.gz,006-EKC-fourUnew-WT-I-37C-dms-stop-100_S6_L001_R2_001.fastq.gz,37_3,37,1,6000,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,007-EKC-fourUnew-WT-I-37C-dms-stop-130,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,007-EKC-fourUnew-WT-I-37C-dms-stop-130_S7_L001_R1_001.fastq.gz,007-EKC-fourUnew-WT-I-37C-dms-stop-130_S7_L001_R2_001.fastq.gz,37_3,37,1,7800,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,008-EKC-fourUnew-WT-I-37C-dms-stop-170,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,008-EKC-fourUnew-WT-I-37C-dms-stop-170_S8_L001_R1_001.fastq.gz,008-EKC-fourUnew-WT-I-37C-dms-stop-170_S8_L001_R2_001.fastq.gz,37_3,37,1,10200,dms,0.015852692,SSIII,2,pH6.5_A,4U_wt,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,009-EKC-fourUnew-A8C-I-37C-dms-stop-0-30,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,009-EKC-fourUnew-A8C-I-37C-dms-stop-0-30_S9_L001_R1_001.fastq.gz,009-EKC-fourUnew-A8C-I-37C-dms-stop-0-30_S9_L001_R2_001.fastq.gz,37_1_A8C,37,1,30,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,010-EKC-fourUnew-A8C-I-37C-dms-stop-1,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,010-EKC-fourUnew-A8C-I-37C-dms-stop-1_S10_L001_R1_001.fastq.gz,010-EKC-fourUnew-A8C-I-37C-dms-stop-1_S10_L001_R2_001.fastq.gz,37_1_A8C,37,1,60,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,011-EKC-fourUnew-A8C-I-37C-dms-stop-20,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,011-EKC-fourUnew-A8C-I-37C-dms-stop-20_S11_L001_R1_001.fastq.gz,011-EKC-fourUnew-A8C-I-37C-dms-stop-20_S11_L001_R2_001.fastq.gz,37_1_A8C,37,1,1200,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,012-EKC-fourUnew-A8C-I-37C-dms-stop-40,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,012-EKC-fourUnew-A8C-I-37C-dms-stop-40_S12_L001_R1_001.fastq.gz,012-EKC-fourUnew-A8C-I-37C-dms-stop-40_S12_L001_R2_001.fastq.gz,37_1_A8C,37,1,2400,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,013-EKC-fourUnew-A8C-I-37C-dms-stop-70,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,013-EKC-fourUnew-A8C-I-37C-dms-stop-70_S13_L001_R1_001.fastq.gz,013-EKC-fourUnew-A8C-I-37C-dms-stop-70_S13_L001_R2_001.fastq.gz,37_1_A8C,37,1,4200,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
221125_M05164_0133_000000000-KP3DR,014-EKC-fourUnew-A8C-I-37C-dms-stop-100,/projects/b1044/Sequencing/SHAPE-Seq/EKC/221125_M05164_0133_000000000-KP3DR,014-EKC-fourUnew-A8C-I-37C-dms-stop-100_S14_L001_R1_001.fastq.gz,014-EKC-fourUnew-A8C-I-37C-dms-stop-100_S14_L001_R2_001.fastq.gz,37_1_A8C,37,1,6000,dms,0.015852692,SSIII,2,pH6.5_A,4U_a8c,EKC,,,,,,
